image_id,image_path,mask_path,prompt,dataset,split
taping_2000x1500_19_resized_jpg.rf.0eea8d06b86c789fe119d61fc367668f,data/dataset1_raw/train/2000x1500_19_resized_jpg.rf.0eea8d06b86c789fe119d61fc367668f.jpg,data/dataset1/masks/train/2000x1500_19_resized_jpg.rf.0eea8d06b86c789fe119d61fc367668f.png,segment drywall seam,taping,train
taping_IMG_20220627_111136-jpg_1500x2000_jpg.rf.fa81e5f30c69679809cc66a13be245d5,data/dataset1_raw/train/IMG_20220627_111136-jpg_1500x2000_jpg.rf.fa81e5f30c69679809cc66a13be245d5.jpg,data/dataset1/masks/train/IMG_20220627_111136-jpg_1500x2000_jpg.rf.fa81e5f30c69679809cc66a13be245d5.png,segment taping area,taping,train
taping_IMG_20220627_111052-jpg_1500x2000_jpg.rf.d29efe61e04b6e144eedb7cfb34ab31a,data/dataset1_raw/train/IMG_20220627_111052-jpg_1500x2000_jpg.rf.d29efe61e04b6e144eedb7cfb34ab31a.jpg,data/dataset1/masks/train/IMG_20220627_111052-jpg_1500x2000_jpg.rf.d29efe61e04b6e144eedb7cfb34ab31a.png,segment drywall seam,taping,train
taping_IMG_8217_JPG_jpg.rf.5a529ce77a4fe5295984a196c613b14d,data/dataset1_raw/train/IMG_8217_JPG_jpg.rf.5a529ce77a4fe5295984a196c613b14d.jpg,data/dataset1/masks/train/IMG_8217_JPG_jpg.rf.5a529ce77a4fe5295984a196c613b14d.png,segment joint tape,taping,train
taping_IMG_20220627_111635-jpg_1500x2000_jpg.rf.86369208fbeeae67e209bb9dae557d79,data/dataset1_raw/train/IMG_20220627_111635-jpg_1500x2000_jpg.rf.86369208fbeeae67e209bb9dae557d79.jpg,data/dataset1/masks/train/IMG_20220627_111635-jpg_1500x2000_jpg.rf.86369208fbeeae67e209bb9dae557d79.png,segment taping area,taping,train
taping_IMG_20220627_111136-jpg_1500x2000_jpg.rf.9636cde6b9e90a863400259f46f6109a,data/dataset1_raw/train/IMG_20220627_111136-jpg_1500x2000_jpg.rf.9636cde6b9e90a863400259f46f6109a.jpg,data/dataset1/masks/train/IMG_20220627_111136-jpg_1500x2000_jpg.rf.9636cde6b9e90a863400259f46f6109a.png,segment taping area,taping,train
taping_IMG_8234_JPG_jpg.rf.3b081ebb7dc96068f0efe43423e7534a,data/dataset1_raw/train/IMG_8234_JPG_jpg.rf.3b081ebb7dc96068f0efe43423e7534a.jpg,data/dataset1/masks/train/IMG_8234_JPG_jpg.rf.3b081ebb7dc96068f0efe43423e7534a.png,segment taping area,taping,train
taping_IMG_8234_JPG_jpg.rf.775782d83984e7ebf311745ce079c258,data/dataset1_raw/train/IMG_8234_JPG_jpg.rf.775782d83984e7ebf311745ce079c258.jpg,data/dataset1/masks/train/IMG_8234_JPG_jpg.rf.775782d83984e7ebf311745ce079c258.png,segment taping area,taping,train
taping_IMG_8216_JPG_jpg.rf.6c7b98dfa34836b0f553b4665433f103,data/dataset1_raw/train/IMG_8216_JPG_jpg.rf.6c7b98dfa34836b0f553b4665433f103.jpg,data/dataset1/masks/train/IMG_8216_JPG_jpg.rf.6c7b98dfa34836b0f553b4665433f103.png,segment taping area,taping,train
taping_IMG_8229_JPG_jpg.rf.5b73a2baa69cc23c30e4d9d3e5f617d7,data/dataset1_raw/train/IMG_8229_JPG_jpg.rf.5b73a2baa69cc23c30e4d9d3e5f617d7.jpg,data/dataset1/masks/train/IMG_8229_JPG_jpg.rf.5b73a2baa69cc23c30e4d9d3e5f617d7.png,segment drywall seam,taping,train
taping_2000x1500_64_resized_jpg.rf.10f92b6bb2983023f814add516728bf0,data/dataset1_raw/train/2000x1500_64_resized_jpg.rf.10f92b6bb2983023f814add516728bf0.jpg,data/dataset1/masks/train/2000x1500_64_resized_jpg.rf.10f92b6bb2983023f814add516728bf0.png,segment drywall seam,taping,train
taping_IMG_8217_JPG_jpg.rf.601bf3b1f003ebb29fdcbcc717b2ccf9,data/dataset1_raw/train/IMG_8217_JPG_jpg.rf.601bf3b1f003ebb29fdcbcc717b2ccf9.jpg,data/dataset1/masks/train/IMG_8217_JPG_jpg.rf.601bf3b1f003ebb29fdcbcc717b2ccf9.png,segment taping area,taping,train
taping_IMG_20220627_111149-jpg_1500x2000_jpg.rf.c67b148f75520832c7e881d2731d7656,data/dataset1_raw/train/IMG_20220627_111149-jpg_1500x2000_jpg.rf.c67b148f75520832c7e881d2731d7656.jpg,data/dataset1/masks/train/IMG_20220627_111149-jpg_1500x2000_jpg.rf.c67b148f75520832c7e881d2731d7656.png,segment drywall seam,taping,train
taping_IMG_8229_JPG_jpg.rf.e0fe45bda7fc8636223523cb615cec22,data/dataset1_raw/train/IMG_8229_JPG_jpg.rf.e0fe45bda7fc8636223523cb615cec22.jpg,data/dataset1/masks/train/IMG_8229_JPG_jpg.rf.e0fe45bda7fc8636223523cb615cec22.png,segment taping area,taping,train
taping_IMG_8216_JPG_jpg.rf.c70073932cd545596a84df8ab24a44e4,data/dataset1_raw/train/IMG_8216_JPG_jpg.rf.c70073932cd545596a84df8ab24a44e4.jpg,data/dataset1/masks/train/IMG_8216_JPG_jpg.rf.c70073932cd545596a84df8ab24a44e4.png,segment drywall seam,taping,train
taping_IMG_8234_JPG_jpg.rf.d65d4b3cf625f5281a588697c82b92b5,data/dataset1_raw/train/IMG_8234_JPG_jpg.rf.d65d4b3cf625f5281a588697c82b92b5.jpg,data/dataset1/masks/train/IMG_8234_JPG_jpg.rf.d65d4b3cf625f5281a588697c82b92b5.png,segment drywall seam,taping,train
taping_IMG_8229_JPG_jpg.rf.c8037e54e2c600f6fa0b007c77fdf129,data/dataset1_raw/train/IMG_8229_JPG_jpg.rf.c8037e54e2c600f6fa0b007c77fdf129.jpg,data/dataset1/masks/train/IMG_8229_JPG_jpg.rf.c8037e54e2c600f6fa0b007c77fdf129.png,segment drywall seam,taping,train
taping_IMG_8229_JPG_jpg.rf.ff3ba6022022a365e923a163fc8a5adf,data/dataset1_raw/train/IMG_8229_JPG_jpg.rf.ff3ba6022022a365e923a163fc8a5adf.jpg,data/dataset1/masks/train/IMG_8229_JPG_jpg.rf.ff3ba6022022a365e923a163fc8a5adf.png,segment drywall seam,taping,train
taping_2000x1500_67_resized_jpg.rf.1638e702b8613137047ebe58c3d903c6,data/dataset1_raw/train/2000x1500_67_resized_jpg.rf.1638e702b8613137047ebe58c3d903c6.jpg,data/dataset1/masks/train/2000x1500_67_resized_jpg.rf.1638e702b8613137047ebe58c3d903c6.png,segment joint tape,taping,train
taping_2000x1500_66_resized_jpg.rf.1ef77d5a69c15e20abcb2cf1de2e633f,data/dataset1_raw/train/2000x1500_66_resized_jpg.rf.1ef77d5a69c15e20abcb2cf1de2e633f.jpg,data/dataset1/masks/train/2000x1500_66_resized_jpg.rf.1ef77d5a69c15e20abcb2cf1de2e633f.png,segment taping area,taping,train
taping_2000x1500_68_resized_jpg.rf.2adf5dfe06aa44887f300a889c8060a6,data/dataset1_raw/train/2000x1500_68_resized_jpg.rf.2adf5dfe06aa44887f300a889c8060a6.jpg,data/dataset1/masks/train/2000x1500_68_resized_jpg.rf.2adf5dfe06aa44887f300a889c8060a6.png,segment joint tape,taping,train
taping_2000x1500_69_resized_jpg.rf.3771ca5ed10b0867a796daf176997b3c,data/dataset1_raw/train/2000x1500_69_resized_jpg.rf.3771ca5ed10b0867a796daf176997b3c.jpg,data/dataset1/masks/train/2000x1500_69_resized_jpg.rf.3771ca5ed10b0867a796daf176997b3c.png,segment drywall seam,taping,train
taping_IMG_8234_JPG_jpg.rf.f59ea84a4a649fd3ddb6a24bccc19f51,data/dataset1_raw/train/IMG_8234_JPG_jpg.rf.f59ea84a4a649fd3ddb6a24bccc19f51.jpg,data/dataset1/masks/train/IMG_8234_JPG_jpg.rf.f59ea84a4a649fd3ddb6a24bccc19f51.png,segment joint tape,taping,train
taping_2000x1500_67_resized_jpg.rf.6e3c48251850f0bf94cd43a9c5d9f251,data/dataset1_raw/train/2000x1500_67_resized_jpg.rf.6e3c48251850f0bf94cd43a9c5d9f251.jpg,data/dataset1/masks/train/2000x1500_67_resized_jpg.rf.6e3c48251850f0bf94cd43a9c5d9f251.png,segment taping area,taping,train
taping_IMG_8229_JPG_jpg.rf.2da301394df4926323647a550afa1146,data/dataset1_raw/train/IMG_8229_JPG_jpg.rf.2da301394df4926323647a550afa1146.jpg,data/dataset1/masks/train/IMG_8229_JPG_jpg.rf.2da301394df4926323647a550afa1146.png,segment taping area,taping,train
taping_2000x1500_72_resized_jpg.rf.2d6262024d37bdf2ef9c056d17498d9b,data/dataset1_raw/train/2000x1500_72_resized_jpg.rf.2d6262024d37bdf2ef9c056d17498d9b.jpg,data/dataset1/masks/train/2000x1500_72_resized_jpg.rf.2d6262024d37bdf2ef9c056d17498d9b.png,segment drywall seam,taping,train
taping_2000x1500_65_resized_jpg.rf.6a122d3eeef0ba924fe3ded3717f094d,data/dataset1_raw/train/2000x1500_65_resized_jpg.rf.6a122d3eeef0ba924fe3ded3717f094d.jpg,data/dataset1/masks/train/2000x1500_65_resized_jpg.rf.6a122d3eeef0ba924fe3ded3717f094d.png,segment joint tape,taping,train
taping_IMG_8229_JPG_jpg.rf.67cac1a81b7ff34f45babbad63af750b,data/dataset1_raw/train/IMG_8229_JPG_jpg.rf.67cac1a81b7ff34f45babbad63af750b.jpg,data/dataset1/masks/train/IMG_8229_JPG_jpg.rf.67cac1a81b7ff34f45babbad63af750b.png,segment joint tape,taping,train
taping_2000x1500_69_resized_jpg.rf.53e6f1775f2146620b32a2e1c883866b,data/dataset1_raw/train/2000x1500_69_resized_jpg.rf.53e6f1775f2146620b32a2e1c883866b.jpg,data/dataset1/masks/train/2000x1500_69_resized_jpg.rf.53e6f1775f2146620b32a2e1c883866b.png,segment joint tape,taping,train
taping_IMG_20220627_111655-jpg_1500x2000_jpg.rf.3421f4688f953e61522a24c6f4d0e858,data/dataset1_raw/train/IMG_20220627_111655-jpg_1500x2000_jpg.rf.3421f4688f953e61522a24c6f4d0e858.jpg,data/dataset1/masks/train/IMG_20220627_111655-jpg_1500x2000_jpg.rf.3421f4688f953e61522a24c6f4d0e858.png,segment taping area,taping,train
taping_2000x1500_72_resized_jpg.rf.a9f5ed8a88286c0c361039dc4b7ba875,data/dataset1_raw/train/2000x1500_72_resized_jpg.rf.a9f5ed8a88286c0c361039dc4b7ba875.jpg,data/dataset1/masks/train/2000x1500_72_resized_jpg.rf.a9f5ed8a88286c0c361039dc4b7ba875.png,segment taping area,taping,train
taping_IMG_8234_JPG_jpg.rf.e98fceb7e8d6e5a8fc0577738c9da7ca,data/dataset1_raw/train/IMG_8234_JPG_jpg.rf.e98fceb7e8d6e5a8fc0577738c9da7ca.jpg,data/dataset1/masks/train/IMG_8234_JPG_jpg.rf.e98fceb7e8d6e5a8fc0577738c9da7ca.png,segment joint tape,taping,train
taping_2000x1500_66_resized_jpg.rf.b37fbe3456709c5c25cffb52259bee61,data/dataset1_raw/train/2000x1500_66_resized_jpg.rf.b37fbe3456709c5c25cffb52259bee61.jpg,data/dataset1/masks/train/2000x1500_66_resized_jpg.rf.b37fbe3456709c5c25cffb52259bee61.png,segment taping area,taping,train
taping_IMG_20220627_111249-jpg_1500x2000_jpg.rf.7b32d4bb7ef8ecafd50ca12e9a7898f0,data/dataset1_raw/train/IMG_20220627_111249-jpg_1500x2000_jpg.rf.7b32d4bb7ef8ecafd50ca12e9a7898f0.jpg,data/dataset1/masks/train/IMG_20220627_111249-jpg_1500x2000_jpg.rf.7b32d4bb7ef8ecafd50ca12e9a7898f0.png,segment taping area,taping,train
taping_IMG_8243_JPG_jpg.rf.f25e20841edb49ed4b083b8f5c64e5ff,data/dataset1_raw/train/IMG_8243_JPG_jpg.rf.f25e20841edb49ed4b083b8f5c64e5ff.jpg,data/dataset1/masks/train/IMG_8243_JPG_jpg.rf.f25e20841edb49ed4b083b8f5c64e5ff.png,segment joint tape,taping,train
taping_2000x1500_66_resized_jpg.rf.f28ed23f9be69c30170867e93a64d30a,data/dataset1_raw/train/2000x1500_66_resized_jpg.rf.f28ed23f9be69c30170867e93a64d30a.jpg,data/dataset1/masks/train/2000x1500_66_resized_jpg.rf.f28ed23f9be69c30170867e93a64d30a.png,segment taping area,taping,train
taping_IMG_8228_JPG_jpg.rf.7c2db4757b3582414de4b410d8a76b46,data/dataset1_raw/train/IMG_8228_JPG_jpg.rf.7c2db4757b3582414de4b410d8a76b46.jpg,data/dataset1/masks/train/IMG_8228_JPG_jpg.rf.7c2db4757b3582414de4b410d8a76b46.png,segment joint tape,taping,train
taping_IMG_8236_JPG_jpg.rf.aa4fd8250a8b1512794ae6787ec5e598,data/dataset1_raw/train/IMG_8236_JPG_jpg.rf.aa4fd8250a8b1512794ae6787ec5e598.jpg,data/dataset1/masks/train/IMG_8236_JPG_jpg.rf.aa4fd8250a8b1512794ae6787ec5e598.png,segment joint tape,taping,train
taping_2000x1500_67_resized_jpg.rf.a307aa308246eb58e4917828a12aa9e6,data/dataset1_raw/train/2000x1500_67_resized_jpg.rf.a307aa308246eb58e4917828a12aa9e6.jpg,data/dataset1/masks/train/2000x1500_67_resized_jpg.rf.a307aa308246eb58e4917828a12aa9e6.png,segment drywall seam,taping,train
taping_2000x1500_68_resized_jpg.rf.bd3311b34117c6386343a48fa36606f0,data/dataset1_raw/train/2000x1500_68_resized_jpg.rf.bd3311b34117c6386343a48fa36606f0.jpg,data/dataset1/masks/train/2000x1500_68_resized_jpg.rf.bd3311b34117c6386343a48fa36606f0.png,segment joint tape,taping,train
taping_IMG_8207_JPG_jpg.rf.084cfb5c8039fd834eb437d355afe4cd,data/dataset1_raw/train/IMG_8207_JPG_jpg.rf.084cfb5c8039fd834eb437d355afe4cd.jpg,data/dataset1/masks/train/IMG_8207_JPG_jpg.rf.084cfb5c8039fd834eb437d355afe4cd.png,segment taping area,taping,train
taping_2000x1500_80_resized_jpg.rf.bd9e7705a9391e13ba6116054c8993e3,data/dataset1_raw/train/2000x1500_80_resized_jpg.rf.bd9e7705a9391e13ba6116054c8993e3.jpg,data/dataset1/masks/train/2000x1500_80_resized_jpg.rf.bd9e7705a9391e13ba6116054c8993e3.png,segment drywall seam,taping,train
taping_2000x1500_80_resized_jpg.rf.d38e07c7d9398bc7eeb33a2697f3764b,data/dataset1_raw/train/2000x1500_80_resized_jpg.rf.d38e07c7d9398bc7eeb33a2697f3764b.jpg,data/dataset1/masks/train/2000x1500_80_resized_jpg.rf.d38e07c7d9398bc7eeb33a2697f3764b.png,segment joint tape,taping,train
taping_IMG_8204_JPG_jpg.rf.40991e8f2a8f68b7d247e68ad9b61205,data/dataset1_raw/train/IMG_8204_JPG_jpg.rf.40991e8f2a8f68b7d247e68ad9b61205.jpg,data/dataset1/masks/train/IMG_8204_JPG_jpg.rf.40991e8f2a8f68b7d247e68ad9b61205.png,segment drywall seam,taping,train
taping_2000x1500_69_resized_jpg.rf.bd4e2b2ee9aca1ea7c0ff9085cfe1c3f,data/dataset1_raw/train/2000x1500_69_resized_jpg.rf.bd4e2b2ee9aca1ea7c0ff9085cfe1c3f.jpg,data/dataset1/masks/train/2000x1500_69_resized_jpg.rf.bd4e2b2ee9aca1ea7c0ff9085cfe1c3f.png,segment taping area,taping,train
taping_IMG_8217_JPG_jpg.rf.30706e2ae7c28b3d6bf87811888e391f,data/dataset1_raw/train/IMG_8217_JPG_jpg.rf.30706e2ae7c28b3d6bf87811888e391f.jpg,data/dataset1/masks/train/IMG_8217_JPG_jpg.rf.30706e2ae7c28b3d6bf87811888e391f.png,segment joint tape,taping,train
taping_IMG_8206_JPG_jpg.rf.15ff0c0192ca8fa3746f4c543db26780,data/dataset1_raw/train/IMG_8206_JPG_jpg.rf.15ff0c0192ca8fa3746f4c543db26780.jpg,data/dataset1/masks/train/IMG_8206_JPG_jpg.rf.15ff0c0192ca8fa3746f4c543db26780.png,segment taping area,taping,train
taping_IMG_8206_JPG_jpg.rf.49901bb2b16f65b69bc76c270728e8a4,data/dataset1_raw/train/IMG_8206_JPG_jpg.rf.49901bb2b16f65b69bc76c270728e8a4.jpg,data/dataset1/masks/train/IMG_8206_JPG_jpg.rf.49901bb2b16f65b69bc76c270728e8a4.png,segment drywall seam,taping,train
taping_IMG_8206_JPG_jpg.rf.978b2f6ec447bd4001d7c96e05ee471c,data/dataset1_raw/train/IMG_8206_JPG_jpg.rf.978b2f6ec447bd4001d7c96e05ee471c.jpg,data/dataset1/masks/train/IMG_8206_JPG_jpg.rf.978b2f6ec447bd4001d7c96e05ee471c.png,segment joint tape,taping,train
taping_IMG_8204_JPG_jpg.rf.2e7409b3884c472fcb42272d5bd4ccbf,data/dataset1_raw/train/IMG_8204_JPG_jpg.rf.2e7409b3884c472fcb42272d5bd4ccbf.jpg,data/dataset1/masks/train/IMG_8204_JPG_jpg.rf.2e7409b3884c472fcb42272d5bd4ccbf.png,segment drywall seam,taping,train
taping_2000x1500_1_resized_jpg.rf.8446a4d4df494fc99b0ad37b6a06d9ba,data/dataset1_raw/train/2000x1500_1_resized_jpg.rf.8446a4d4df494fc99b0ad37b6a06d9ba.jpg,data/dataset1/masks/train/2000x1500_1_resized_jpg.rf.8446a4d4df494fc99b0ad37b6a06d9ba.png,segment drywall seam,taping,train
taping_IMG_8207_JPG_jpg.rf.7efc2c923773ea7b321470aba83cb1eb,data/dataset1_raw/train/IMG_8207_JPG_jpg.rf.7efc2c923773ea7b321470aba83cb1eb.jpg,data/dataset1/masks/train/IMG_8207_JPG_jpg.rf.7efc2c923773ea7b321470aba83cb1eb.png,segment joint tape,taping,train
taping_IMG_8207_JPG_jpg.rf.1bef9611e05abfbc09e6abbb8340310e,data/dataset1_raw/train/IMG_8207_JPG_jpg.rf.1bef9611e05abfbc09e6abbb8340310e.jpg,data/dataset1/masks/train/IMG_8207_JPG_jpg.rf.1bef9611e05abfbc09e6abbb8340310e.png,segment drywall seam,taping,train
taping_2000x1500_19_resized_jpg.rf.8cae1b6a1a3ffacd7cd0f2e33c14720b,data/dataset1_raw/train/2000x1500_19_resized_jpg.rf.8cae1b6a1a3ffacd7cd0f2e33c14720b.jpg,data/dataset1/masks/train/2000x1500_19_resized_jpg.rf.8cae1b6a1a3ffacd7cd0f2e33c14720b.png,segment taping area,taping,train
taping_IMG_20220627_111716-jpg_1500x2000_jpg.rf.cc9c2c83b8275b4b97ef934cbbf57db6,data/dataset1_raw/train/IMG_20220627_111716-jpg_1500x2000_jpg.rf.cc9c2c83b8275b4b97ef934cbbf57db6.jpg,data/dataset1/masks/train/IMG_20220627_111716-jpg_1500x2000_jpg.rf.cc9c2c83b8275b4b97ef934cbbf57db6.png,segment drywall seam,taping,train
taping_IMG_8208_JPG_jpg.rf.984e1b4d55615eea0c4971419d0fd3fe,data/dataset1_raw/train/IMG_8208_JPG_jpg.rf.984e1b4d55615eea0c4971419d0fd3fe.jpg,data/dataset1/masks/train/IMG_8208_JPG_jpg.rf.984e1b4d55615eea0c4971419d0fd3fe.png,segment taping area,taping,train
taping_IMG_8207_JPG_jpg.rf.8d3d0526e85ffe4f4d4a8401c56236a4,data/dataset1_raw/train/IMG_8207_JPG_jpg.rf.8d3d0526e85ffe4f4d4a8401c56236a4.jpg,data/dataset1/masks/train/IMG_8207_JPG_jpg.rf.8d3d0526e85ffe4f4d4a8401c56236a4.png,segment taping area,taping,train
taping_IMG_8206_JPG_jpg.rf.6d1c3945116308c079f58ecf6a450bd8,data/dataset1_raw/train/IMG_8206_JPG_jpg.rf.6d1c3945116308c079f58ecf6a450bd8.jpg,data/dataset1/masks/train/IMG_8206_JPG_jpg.rf.6d1c3945116308c079f58ecf6a450bd8.png,segment drywall seam,taping,train
taping_IMG_8205_JPG_jpg.rf.64fe8def10ada81c504d5ecbb2de4545,data/dataset1_raw/train/IMG_8205_JPG_jpg.rf.64fe8def10ada81c504d5ecbb2de4545.jpg,data/dataset1/masks/train/IMG_8205_JPG_jpg.rf.64fe8def10ada81c504d5ecbb2de4545.png,segment taping area,taping,train
taping_2000x1500_48_resized_jpg.rf.4c51b8b3679b58feffe8c5d4b140e8a9,data/dataset1_raw/train/2000x1500_48_resized_jpg.rf.4c51b8b3679b58feffe8c5d4b140e8a9.jpg,data/dataset1/masks/train/2000x1500_48_resized_jpg.rf.4c51b8b3679b58feffe8c5d4b140e8a9.png,segment joint tape,taping,train
taping_IMG_8204_JPG_jpg.rf.f6a67753565d1eb40341ad9dc0d8156f,data/dataset1_raw/train/IMG_8204_JPG_jpg.rf.f6a67753565d1eb40341ad9dc0d8156f.jpg,data/dataset1/masks/train/IMG_8204_JPG_jpg.rf.f6a67753565d1eb40341ad9dc0d8156f.png,segment taping area,taping,train
taping_IMG_8206_JPG_jpg.rf.c7c73600612aaf52a7fe1fd36e4ac8d3,data/dataset1_raw/train/IMG_8206_JPG_jpg.rf.c7c73600612aaf52a7fe1fd36e4ac8d3.jpg,data/dataset1/masks/train/IMG_8206_JPG_jpg.rf.c7c73600612aaf52a7fe1fd36e4ac8d3.png,segment taping area,taping,train
taping_IMG_8205_JPG_jpg.rf.5e5c8be11e931ec18e5004e3c3f886df,data/dataset1_raw/train/IMG_8205_JPG_jpg.rf.5e5c8be11e931ec18e5004e3c3f886df.jpg,data/dataset1/masks/train/IMG_8205_JPG_jpg.rf.5e5c8be11e931ec18e5004e3c3f886df.png,segment taping area,taping,train
taping_2000x1500_65_resized_jpg.rf.d86a2d7fcfc752b422f089cc7884833e,data/dataset1_raw/train/2000x1500_65_resized_jpg.rf.d86a2d7fcfc752b422f089cc7884833e.jpg,data/dataset1/masks/train/2000x1500_65_resized_jpg.rf.d86a2d7fcfc752b422f089cc7884833e.png,segment joint tape,taping,train
taping_IMG_8204_JPG_jpg.rf.9c3360343a1dea997bb2a5f1a76ded62,data/dataset1_raw/train/IMG_8204_JPG_jpg.rf.9c3360343a1dea997bb2a5f1a76ded62.jpg,data/dataset1/masks/train/IMG_8204_JPG_jpg.rf.9c3360343a1dea997bb2a5f1a76ded62.png,segment joint tape,taping,train
taping_2000x1500_48_resized_jpg.rf.35e1c0ce754f0e1e49df0ef570068b92,data/dataset1_raw/train/2000x1500_48_resized_jpg.rf.35e1c0ce754f0e1e49df0ef570068b92.jpg,data/dataset1/masks/train/2000x1500_48_resized_jpg.rf.35e1c0ce754f0e1e49df0ef570068b92.png,segment joint tape,taping,train
taping_2000x1500_68_resized_jpg.rf.738ed16f6d7d70107676b68194cf0be7,data/dataset1_raw/train/2000x1500_68_resized_jpg.rf.738ed16f6d7d70107676b68194cf0be7.jpg,data/dataset1/masks/train/2000x1500_68_resized_jpg.rf.738ed16f6d7d70107676b68194cf0be7.png,segment drywall seam,taping,train
taping_2000x1500_4_resized_jpg.rf.67becdf77d77c904379f697f45c70a86,data/dataset1_raw/train/2000x1500_4_resized_jpg.rf.67becdf77d77c904379f697f45c70a86.jpg,data/dataset1/masks/train/2000x1500_4_resized_jpg.rf.67becdf77d77c904379f697f45c70a86.png,segment joint tape,taping,train
taping_2000x1500_49_resized_jpg.rf.459eaab0e528f1e3acf4190bad41bff0,data/dataset1_raw/train/2000x1500_49_resized_jpg.rf.459eaab0e528f1e3acf4190bad41bff0.jpg,data/dataset1/masks/train/2000x1500_49_resized_jpg.rf.459eaab0e528f1e3acf4190bad41bff0.png,segment taping area,taping,train
